Focus on Autism and Other Developmental Disabilities,1.667
GEOGRAPHICAL REVIEW,1.667
LEGAL AND CRIMINOLOGICAL PSYCHOLOGY,1.667
PSYCHOLOGY PUBLIC POLICY AND LAW,1.667
REGIONAL SCIENCE AND URBAN ECONOMICS,1.667
International Health,1.664
REPRODUCTIVE HEALTH MATTERS,1.662
CORNELL LAW REVIEW,1.661
Journal of Racial and Ethnic Health Disparities,1.661
BEHAVIOURAL AND COGNITIVE PSYCHOTHERAPY,1.657
Policing & Society,1.655
Economics of Transportation,1.654
INFORMATION ECONOMICS AND POLICY,1.654
NEUROREHABILITATION,1.654
CyTA-Journal of Food,1.653
Language Learning and Development,1.651
HARVARD INTERNATIONAL LAW JOURNAL,1.65
Hematology,1.65
Materials Express,1.65
Politics & Gender,1.65
Journal of Food Measurement and Characterization,1.648
CURRENT SOCIOLOGY,1.647
SALUD PUBLICA DE MEXICO,1.647
HOUSING POLICY DEBATE,1.644
Entrepreneurship Research Journal,1.643
Nebraska Symposium on Motivation,1.643
International Journal of Bilingualism,1.642
JOURNAL OF ORAL AND MAXILLOFACIAL SURGERY,1.642
Journal of Transportation Safety & Security,1.642
CHEMOTHERAPY,1.641
EMPLOYEE RELATIONS,1.641
Journal of Business Economics and Management,1.64
International Journal of Strategic Property Management,1.639
Social Anthropology,1.639
CANADIAN JOURNAL OF PUBLIC HEALTH-REVUE CANADIENNE DE SANTE PUBLIQUE,1.638
Journal of Diversity in Higher Education,1.638
Homicide Studies,1.636
Emotion Space and Society,1.635
POPULATION,1.634
Brazilian Oral Research,1.633
JOURNAL OF ENVIRONMENTAL LAW,1.633
PACIFIC REVIEW,1.633
SOCIAL SERVICE REVIEW,1.632
SOLA,1.632
Theoretical Economics,1.631
JOURNAL OF SOCIOLINGUISTICS,1.63
Journal of Anesthesia,1.628
Journal of Language and Politics,1.628
Spatial Economic Analysis,1.628
Amfiteatru Economic,1.625
BEHAVIORAL DISORDERS,1.625
Cambridge Journal of Mathematics,1.625
LIMNOLOGY,1.625
NATURAL LANGUAGE & LINGUISTIC THEORY,1.625
PHARMACOLOGY,1.625
Race and Justice,1.625
PROFESSIONAL GEOGRAPHER,1.623
Service Science,1.623
Transformations in Business & Economics,1.621
JOURNAL OF CHILD LANGUAGE,1.62
LAND ECONOMICS,1.62
RAND JOURNAL OF ECONOMICS,1.62
JOURNAL OF URBAN AFFAIRS,1.619
Social Psychology of Education,1.619
CRITICAL STUDIES IN MEDIA COMMUNICATION,1.616
JOURNAL OF BROADCASTING & ELECTRONIC MEDIA,1.616
Journal of Sports Economics,1.615
Advances in Life Course Research,1.614
Globalizations,1.614
SECOND LANGUAGE RESEARCH,1.614
ANTIQUITY,1.613
DISCOURSE PROCESSES,1.612
GROUP DECISION AND NEGOTIATION,1.612
International Journal of Heritage Studies,1.611
Compare-A Journal of Comparative and International Education,1.607
Feminist Media Studies,1.607
American Journal of Mens Health,1.605
BRITISH JOURNAL OF EDUCATIONAL STUDIES,1.604
INTERNATIONAL LABOUR REVIEW,1.604
RENDICONTI LINCEI-SCIENZE FISICHE E NATURALI,1.603
AMERICAN BEHAVIORAL SCIENTIST,1.601
International Journal of Occupational Safety and Ergonomics,1.601
Hague Journal on the Rule of Law,1.6
International Multilingual Research Journal,1.6
Politics and Governance,1.6
International Journal of Cultural Policy,1.598
Higher Education Policy,1.597
International Journal of Older People Nursing,1.597
JOURNAL OF ADOLESCENT RESEARCH,1.596
JOURNAL OF DEVELOPMENT STUDIES,1.596
JOURNAL OF HEALTH COMMUNICATION,1.596
SOUTHERN CALIFORNIA LAW REVIEW,1.596
ANNALS OF DYSLEXIA,1.595
Journal of Financial Econometrics,1.595
JOURNAL OF HOUSING ECONOMICS,1.594
JOURNAL OF MULTICULTURAL COUNSELING AND DEVELOPMENT,1.594
PEDIATRIC DENTISTRY,1.594
Transactions on Emerging Telecommunications Technologies,1.594
Geographical Research,1.592
APPLIED COGNITIVE PSYCHOLOGY,1.591
JOURNAL OF ECONOMIC BEHAVIOR & ORGANIZATION,1.591
RESEARCH ON LANGUAGE AND SOCIAL INTERACTION,1.591
European Law Journal,1.589
SPIN,1.589
Aquatic Biology,1.588
DATA BASE FOR ADVANCES IN INFORMATION SYSTEMS,1.588
IEEE Transactions on Computational Intelligence and AI in Games,1.588
JOURNAL OF FINANCIAL SERVICES RESEARCH,1.587
Educational Psychology,1.586
JOURNAL OF GENDER STUDIES,1.585
Journal of Research on Technology in Education,1.585
REAL ESTATE ECONOMICS,1.585
CARIBBEAN JOURNAL OF SCIENCE,1.583
Knowledge Management Research & Practice,1.583
INDUSTRIAL RELATIONS,1.581
Mobilities,1.581
ECOLOGICAL RESEARCH,1.58
Profesional de la Informacion,1.58
IISE Transactions,1.579
Economic Systems,1.578
International Journal of Science and Mathematics Education,1.578
BASIC AND APPLIED SOCIAL PSYCHOLOGY,1.577
Geografisk Tidsskrift-Danish Journal of Geography,1.577
Accounting Horizons,1.576
Journal of Economic Methodology,1.575
Journal of Mathematics Teacher Education,1.574
Thermal Science,1.574
Applied Linguistics Review,1.571
Journal of Global Information Technology Management,1.571
Crop & Pasture Science,1.57
JOURNAL OF FORECASTING,1.57
MINNESOTA LAW REVIEW,1.57
SCANDINAVIAN JOURNAL OF PSYCHOLOGY,1.57
Journal of Empirical Finance,1.566
Leisure Studies,1.566
MICROBIOLOGY AND IMMUNOLOGY,1.566
NANO,1.566
International & Comparative Law Quarterly,1.565
Journal of Economic Interaction and Coordination,1.565
Journal of Work and Organizational Psychology-Revista de Psicologia del Trabajo y de las Organizaciones,1.565
ADMINISTRATION & SOCIETY,1.564
Economics of Innovation and New Technology,1.563
Journal of School Violence,1.561
INTERNATIONAL ECONOMIC REVIEW,1.56
JOURNAL OF INCLUSION PHENOMENA AND MACROCYCLIC CHEMISTRY,1.56
AUSTRALIAN EDUCATIONAL RESEARCHER,1.559
International Peacekeeping,1.559
Gender Place and Culture,1.554
Medical Ultrasonography,1.553
Austral Entomology,1.552
MEDICINE,1.552
SOCIAL DEVELOPMENT,1.552
Scandinavian Journal of Educational Research,1.552
Impact Assessment and Project Appraisal,1.551
Malaysian Journal of Library & Information Science,1.55
NEW IDEAS IN PSYCHOLOGY,1.55
PUBLIC ADMINISTRATION AND DEVELOPMENT,1.55
JOURNAL OF PSYCHOLOGY,1.548
POLITICS & SOCIETY,1.548
Review of Policy Research,1.548
COASTAL MANAGEMENT,1.547
EXPERT SYSTEMS,1.546
Health Economics Review,1.543
Journalism Practice,1.542
ARCTIC,1.54
JOURNAL OF APPLIED BEHAVIOR ANALYSIS,1.54
PARLIAMENTARY AFFAIRS,1.54
International Journal of Consumer Studies,1.538
Voluntas,1.538
JOURNAL OF APPLIED SOCIAL PSYCHOLOGY,1.537
Journal of Transport and Land Use,1.536
Feminist Criminology,1.535
I-Perception,1.535
North American Journal of Economics and Finance,1.535
PSYCHOLOGICAL REPORTS,1.535
European Management Review,1.533
JOURNAL OF ECONOMIC HISTORY,1.532
Sexualities,1.532
Professional Development in Education,1.531
European Constitutional Law Review,1.53
REVIEW OF ECONOMIC DYNAMICS,1.529
Zeitschrift fur Psychologie-Journal of Psychology,1.528
LANGUAGE,1.526
Psychology of Learning and Motivation,1.526
SCANDINAVIAN JOURNAL OF CARING SCIENCES,1.525
Vocations and Learning,1.525
AIDS EDUCATION AND PREVENTION,1.524
Geotechnique Letters,1.524
CRIMINAL JUSTICE AND BEHAVIOR,1.523
INDIAN JOURNAL OF DERMATOLOGY,1.523
Journal of Contextual Behavioral Science,1.523
PERSONAL RELATIONSHIPS,1.522
CHILDREN AND YOUTH SERVICES REVIEW,1.521
Journal of Deaf Studies and Deaf Education,1.521
SOLID STATE COMMUNICATIONS,1.521
Canadian Journal of Infectious Diseases & Medical Microbiology,1.52
Journal of Agricultural Education & Extension,1.52
OPTIMIZATION,1.52
EVALUATION AND PROGRAM PLANNING,1.519
CAREER DEVELOPMENT QUARTERLY,1.518
Consumption Markets & Culture,1.516
JOURNAL OF COMMUNITY HEALTH,1.516
Turkish Studies,1.515
Advances in Clinical and Experimental Medicine,1.514
Chiropractic & Manual Therapies,1.512
Educational Measurement-Issues and Practice,1.512
JOURNAL OF RISK AND INSURANCE,1.512
MODERN LAW REVIEW,1.512
HEALTH CARE ANALYSIS,1.511
JOURNAL OF VACUUM SCIENCE & TECHNOLOGY B,1.511
Migration Studies,1.511
ICON-INTERNATIONAL JOURNAL OF CONSTITUTIONAL LAW,1.51
Public Performance & Management Review,1.51
AMERICAN JOURNAL OF COMMUNITY PSYCHOLOGY,1.509
PLANT ECOLOGY,1.509
Critical Sociology,1.507
PS-POLITICAL SCIENCE & POLITICS,1.505
Early Education and Development,1.504
AMERICAN JOURNAL OF EDUCATION,1.5
Advances in Child Development and Behavior,1.5
Economic Change and Restructuring,1.5
Educational Studies in Mathematics,1.5
JOURNAL OF APPLIED BEHAVIORAL SCIENCE,1.5
Journal of Women Politics & Policy,1.5
NEW LEFT REVIEW,1.5
POLITICAL SCIENCE QUARTERLY,1.5
Police Quarterly,1.5
World Trade Review,1.5
CYTOPATHOLOGY,1.493
JOURNAL OF PUBLIC HEALTH MANAGEMENT AND PRACTICE,1.49
Applied Neuropsychology-Adult,1.488
AUSTRALIAN JOURNAL OF PSYCHOLOGY,1.486
JOURNAL OF POLICY MODELING,1.486
European Educational Research Journal,1.485
INTERNATIONAL JOURNAL OF SCIENCE EDUCATION,1.485
LIBRARY & INFORMATION SCIENCE RESEARCH,1.485
JOURNAL OF CURRICULUM STUDIES,1.484
REHABILITATION PSYCHOLOGY,1.484
AUSTRALIAN GEOGRAPHER,1.483
DISCOURSE STUDIES,1.483
JOURNAL OF EDUCATION FOR TEACHING,1.483
GENDER AND EDUCATION,1.482
COMPARATIVE POLITICS,1.481
Ostomy Wound Management,1.481
Technology Pedagogy and Education,1.481
Sex Education-Sexuality Society and Learning,1.48
GEOMETRY & TOPOLOGY,1.479
JOURNAL OF LIBRARIANSHIP AND INFORMATION SCIENCE,1.479
ECONOMICA,1.478
JOURNAL OF COLLEGE STUDENT DEVELOPMENT,1.478
Health Promotion Journal of Australia,1.476
Journal of Southern Hemisphere Earth Systems Science,1.476
Discourse & Communication,1.475
European Journal of International Law,1.475
JOURNAL OF CAREER DEVELOPMENT,1.474
Journal of Business Finance & Accounting,1.473
EDUCATIONAL RESEARCH,1.472
JOURNAL OF SOCIAL AND CLINICAL PSYCHOLOGY,1.472
INDUSTRIAL HEALTH,1.471
JOURNAL OF COMPUTATIONAL ACOUSTICS,1.471
Progress in Development Studies,1.471
European Financial Management,1.47
Child Indicators Research,1.468
LIBRARY QUARTERLY,1.468
CRITICAL ASIAN STUDIES,1.467
ETHOLOGY,1.467
JOURNAL FOR THE THEORY OF SOCIAL BEHAVIOUR,1.467
SURFACE SCIENCE,1.466
Nordic Psychology,1.462
MINERALOGY AND PETROLOGY,1.461
PROFESSIONAL PSYCHOLOGY-RESEARCH AND PRACTICE,1.461
Journal of Refugee Studies,1.459
AUSTRALIAN PSYCHOLOGIST,1.458
DYSLEXIA,1.458
Evidence & Policy,1.453
Management Communication Quarterly,1.453
Implant Dentistry,1.452
SOCIAL COGNITION,1.452
Top,1.452
HEALTH,1.449
EVALUATION REVIEW,1.447
Journal of Ophthalmology,1.447
SIGNS,1.447
European Journal of Political Economy,1.446
HAU-Journal of Ethnographic Theory,1.446
International Journal of Civil Engineering,1.446
International Journal of Transitional Justice,1.446
Korean Journal for Food Science of Animal Resources,1.445
READING AND WRITING,1.445
Journal of Aging & Social Policy,1.444
FAMILY MEDICINE,1.443
Food Science and Technology,1.443
AMERICAN POLITICS RESEARCH,1.442
COGNITIVE LINGUISTICS,1.442
Journal of Housing and the Built Environment,1.442
Leadership,1.441
CANADIAN JOURNAL OF EXPERIMENTAL PSYCHOLOGY-REVUE CANADIENNE DE PSYCHOLOGIE EXPERIMENTALE,1.44
Information Development,1.44
INTERNATIONAL JOURNAL OF SOCIAL PSYCHIATRY,1.439
Journal of Hospitality Leisure Sport & Tourism Education,1.439
Cliometrica,1.438
Demographic Research,1.438
Journal of Language Identity and Education,1.436
BRITISH JOURNAL OF SOCIAL WORK,1.435
Clinics,1.435
PHYSICAL GEOGRAPHY,1.435
JOURNAL OF EVOLUTIONARY ECONOMICS,1.433
JOURNAL OF ECONOMICS & MANAGEMENT STRATEGY,1.432
SOIL SCIENCE AND PLANT NUTRITION,1.432
THEORY INTO PRACTICE,1.432
LAW & SOCIETY REVIEW,1.431
SCHOOL PSYCHOLOGY INTERNATIONAL,1.431
ENVIRONMENT AND DEVELOPMENT ECONOMICS,1.429
European Political Science,1.429
Evolutionary Psychology,1.427
ECONOMIC DEVELOPMENT QUARTERLY,1.426
Journal of Immigrant and Minority Health,1.425
Journal of Oral Implantology,1.424
International Journal of the Commons,1.423
Journal of Earth System Science,1.423
PSYCHIATRIC QUARTERLY,1.422
SCANDINAVIAN JOURNAL OF ECONOMICS,1.422
Cambridge Journal of Education,1.421
Contemporary Politics,1.421
INTERNATIONAL JOURNAL OF COMPARATIVE SOCIOLOGY,1.421
JOURNAL OF MARITAL AND FAMILY THERAPY,1.421
OXFORD REVIEW OF EDUCATION,1.421
JOURNAL OF GEOGRAPHY IN HIGHER EDUCATION,1.418
China Information,1.417
METAPHOR AND SYMBOL,1.417
BRITISH JOURNAL OF DEVELOPMENTAL PSYCHOLOGY,1.414
BULLETIN OF INDONESIAN ECONOMIC STUDIES,1.414
Journal of Comparative Policy Analysis,1.414
Cost Effectiveness and Resource Allocation,1.413
APPLIED PSYCHOLINGUISTICS,1.412
JOURNAL OF CLINICAL PSYCHOLOGY IN MEDICAL SETTINGS,1.412
EXPLORATIONS IN ECONOMIC HISTORY,1.411
AMERICAN JOURNAL OF EVALUATION,1.41
ORTHOPEDICS,1.409
FEMINIST ECONOMICS,1.406
International Relations of the Asia-Pacific,1.406
JOURNAL OF PSYCHOPHYSIOLOGY,1.406
MICROELECTRONICS JOURNAL,1.405
KINDHEIT UND ENTWICKLUNG,1.404
Diversity-Basel,1.402
REVIEW OF INCOME AND WEALTH,1.402
Australian Social Work,1.4
JOURNAL OF EDUCATIONAL RESEARCH,1.4
Media and Communication,1.4
Sociological Methodology,1.4
European Journal on Criminal Policy and Research,1.397
Microscopy,1.394
International Journal for Academic Development,1.393
PETROLOGY,1.391
DISCOURSE & SOCIETY,1.39
European Journal of Education,1.389
INFANT MENTAL HEALTH JOURNAL,1.389
Games and Culture,1.388
HEC Forum,1.386
International Journal of Forest Engineering,1.386
Anthropological Theory,1.383
GEOGRAFISKA ANNALER SERIES B-HUMAN GEOGRAPHY,1.383
Language Policy,1.383
JOURNAL OF COUNSELING AND DEVELOPMENT,1.381
ACTA PSYCHOLOGICA,1.38
Discourse Context & Media,1.38
Journal of Managerial Psychology,1.38
PROBLEMS OF POST-COMMUNISM,1.379
International Journal of Precision Engineering and Manufacturing,1.378
Urology Journal,1.378
PUBLIC MONEY & MANAGEMENT,1.377
ACTA PHARMACEUTICA,1.375
JOURNAL OF POLITICAL IDEOLOGIES,1.375
JOURNAL OF PRODUCTIVITY ANALYSIS,1.375
Journal of Real Estate Research,1.375
Politics,1.375
Qualitative Social Work,1.375
SYMBOLIC INTERACTION,1.375
Journal of Economics,1.373
Australian Accounting Review,1.371
Studies in Conflict & Terrorism,1.37
International Journal of Qualitative Studies on Health and Well-Being,1.368
Revista de Contabilidad-Spanish Accounting Review,1.368
BULLETIN OF THE ATOMIC SCIENTISTS,1.367
INTERNATIONAL JOURNAL OF HEALTH PLANNING AND MANAGEMENT,1.367
SCHOOL EFFECTIVENESS AND SCHOOL IMPROVEMENT,1.367
Cambridge Review of International Affairs,1.366
Health Economics Policy and Law,1.365
Exceptionality,1.364
LINGUISTIC INQUIRY,1.364
International Journal of Inclusive Education,1.363
POLITICAL RESEARCH QUARTERLY,1.362
CHEMISTRY LETTERS,1.361
CLAY MINERALS,1.361
DEATH STUDIES,1.361
MICROPALEONTOLOGY,1.361
INTERNATIONAL JOURNAL OF EDUCATIONAL DEVELOPMENT,1.36
JOURNAL OF ELDER ABUSE & NEGLECT,1.359
JOURNAL OF FUTURES MARKETS,1.359
JOURNAL OF MULTILINGUAL AND MULTICULTURAL DEVELOPMENT,1.359
WILDLIFE SOCIETY BULLETIN,1.359
JOURNAL OF FAMILY VIOLENCE,1.357
Health Information and Libraries Journal,1.356
CHILD & YOUTH CARE FORUM,1.355
JOURNAL OF MONEY CREDIT AND BANKING,1.355
Chinese Journal of Communication,1.354
Cyberpsychology-Journal of Psychosocial Research on Cyberspace,1.354
ECONOMICS OF EDUCATION REVIEW,1.354
Journal of Media Psychology-Theories Methods and Applications,1.351
JOURNAL OF PRAGMATICS,1.35
MEDICAL ANTHROPOLOGY QUARTERLY,1.35
DEVIANT BEHAVIOR,1.348
OMEGA-JOURNAL OF DEATH AND DYING,1.347
Geriatric Orthopaedic Surgery & Rehabilitation,1.345
Men and Masculinities,1.344
JOURNAL OF HISTORICAL GEOGRAPHY,1.343
International Journal of Injury Control and Safety Promotion,1.342
FEMINIST REVIEW,1.341
INTERNATIONAL JOURNAL OF LAW AND PSYCHIATRY,1.341
Learning Disabilities Research & Practice,1.341
Journal of Experimental Psychopathology,1.34
Sexual & Reproductive Healthcare,1.34
ELEMENTARY SCHOOL JOURNAL,1.339
Child & Family Social Work,1.337
LABOUR ECONOMICS,1.335
CRITIQUE OF ANTHROPOLOGY,1.333
JOURNAL OF CRIMINAL LAW & CRIMINOLOGY,1.333
Journal of Public Transportation,1.333
LASER PHYSICS,1.333
LIBRARY COLLECTIONS ACQUISITIONS & TECHNICAL SERVICES,1.333
New Directions for Child and Adolescent Development,1.333
PALYNOLOGY,1.33
Foreign Policy Analysis,1.329
Journal of Cultural Economy,1.329
International Journal of Mobile Communications,1.328
JOURNAL OF MORAL EDUCATION,1.328
Journal of the Society for Social Work and Research,1.328
Journal of Tourism and Cultural Change,1.327
Mobilization,1.327
APPLIED PSYCHOLOGICAL MEASUREMENT,1.326
International Journal of Business Communication,1.326
American Economic Journal-Microeconomics,1.325
AUSTRALIAN AND NEW ZEALAND JOURNAL OF CRIMINOLOGY,1.323
ARTS IN PSYCHOTHERAPY,1.322
SINGAPORE JOURNAL OF TROPICAL GEOGRAPHY,1.32
PSYCHOLOGISCHE RUNDSCHAU,1.318
FAMILY RELATIONS,1.317
Melbourne University Law Review,1.315
Vascular,1.315
ELT Journal,1.314
STRAIN,1.313
READING TEACHER,1.311
Journal of Child and Family Studies,1.31
THEORY & PSYCHOLOGY,1.309
Empirical Economics,1.308
Tomography,1.308
Journal of the Australian Ceramic Society,1.307
British Journal of Religious Education,1.306
Asian Economic Policy Review,1.304
Communications-European Journal of Communication Research,1.302
Sahara J-Journal of Social Aspects of HIV-AIDS,1.3
CANADIAN JOURNAL ON AGING-REVUE CANADIENNE DU VIEILLISSEMENT,1.299
JOURNAL OF SOCIOLOGY,1.298
Health Security,1.297
Social Inclusion,1.297
PHILOSOPHY OF SCIENCE,1.296
Ethnicities,1.295
JOURNAL OF AGING STUDIES,1.295
JOURNAL OF CONTEMPORARY ETHNOGRAPHY,1.295
Revista Espanola de Documentacion Cientifica,1.295
JOURNAL OF MECHANICS,1.293
ATOMIC SPECTROSCOPY,1.292
COMMUNITY MENTAL HEALTH JOURNAL,1.292
Communication & Sport,1.292
Language and Intercultural Communication,1.292
MUSIC PERCEPTION,1.292
Psychology & Sexuality,1.292
Iranian Journal of Public Health,1.291
CREATIVITY RESEARCH JOURNAL,1.289
Linguistics and Education,1.289
Mind Brain and Education,1.289
WASHINGTON QUARTERLY,1.288
Fixed Point Theory,1.287
JOURNAL OF ORNITHOLOGY,1.286
SOCIAL PSYCHOLOGY QUARTERLY,1.286
Terminology,1.286
HERPETOLOGICA,1.284
Decision Analysis,1.281
International Feminist Journal of Politics,1.28
Innovation-The European Journal of Social Science Research,1.279
Journal of Geosciences,1.279
Law & Policy,1.278
Review Journal of Autism and Developmental Disorders,1.278
MARKETING LETTERS,1.277
MIND & LANGUAGE,1.275
Spanish Journal of Finance and Accounting-Revista Espanola de Financiacion y Contabilida,1.275
INTERNATIONAL MIGRATION,1.274
ACTA SOCIOLOGICA,1.273
Advances in Materials Science and Engineering,1.271
Annals of Public and Cooperative Economics,1.271
Climate Change Economics,1.271
Quantitative Economics,1.271
Cambridge Law Journal,1.27
Journal of Clinical Sport Psychology,1.27
Journal of Empirical Legal Studies,1.268
PUBLIUS-THE JOURNAL OF FEDERALISM,1.268
PSYCHIATRIC GENETICS,1.267
JOURNAL OF ORGANIZATIONAL BEHAVIOR MANAGEMENT,1.265
Evaluation,1.264
JOURNAL OF ENVIRONMENTAL ENGINEERING,1.264
JOURNAL OF POLITICAL PHILOSOPHY,1.264
POETICS,1.264
JOURNAL OF FINANCIAL RESEARCH,1.263
JOURNAL OF GEOGRAPHY,1.262
Journal of European Integration,1.261
Journal of Pension Economics & Finance,1.261
Oxford Journal of Legal Studies,1.26
KNOWLEDGE ENGINEERING REVIEW,1.257
Research in Social Stratification and Mobility,1.257
Citizenship Studies,1.256
JOURNAL OF PSYCHOEDUCATIONAL ASSESSMENT,1.256
JOURNAL OF RESEARCH IN READING,1.256
ZDM-Mathematics Education,1.256
INTERNATIONAL JOURNAL OF PSYCHOLOGY,1.255
Critical Discourse Studies,1.254
AFRICAN DEVELOPMENT REVIEW-REVUE AFRICAINE DE DEVELOPPEMENT,1.25
European Journal of Cultural Studies,1.25
International Relations,1.25
JOURNAL OF VISUAL LANGUAGES AND COMPUTING,1.25
LEARNING DISABILITY QUARTERLY,1.25
Tourist Studies,1.25
Trends in Organized Crime,1.25
JOURNAL OF FAMILY ISSUES,1.249
Communication Culture & Critique,1.247
DEFENCE AND PEACE ECONOMICS,1.247
EUROPEAN JOURNAL OF PSYCHOLOGY OF EDUCATION,1.247
INTERNATIONAL INTERACTIONS,1.247
APPLIED PSYCHOPHYSIOLOGY AND BIOFEEDBACK,1.246
Journal of Black Psychology,1.246
Journal of Children and Media,1.246
PERCEPTUAL AND MOTOR SKILLS,1.245
INTERNATIONAL SOCIOLOGY,1.242
LANGUAGE & COMMUNICATION,1.242
Methodology-European Journal of Research Methods for the Behavioral and Social Sciences,1.242
JOURNAL OF SOCIAL PSYCHOLOGY,1.241
SURVIVAL,1.241
PROGRAM-ELECTRONIC LIBRARY AND INFORMATION SYSTEMS,1.24
Revista Espanola de Pedagogia,1.24
GEORGE WASHINGTON LAW REVIEW,1.238
Global Policy,1.238
JOURNAL OF PSYCHOSOCIAL ONCOLOGY,1.238
JOURNAL OF THE ROYAL ANTHROPOLOGICAL INSTITUTE,1.238
TOPICS IN EARLY CHILDHOOD SPECIAL EDUCATION,1.237
GROWTH AND CHANGE,1.235
International Journal of Sports Science & Coaching,1.235
JOURNAL OF ACADEMIC LIBRARIANSHIP,1.235
ARCHAEOLOGY IN OCEANIA,1.233
Journal of Tropical Medicine,1.233
Lithic Technology,1.233
NOTRE DAME LAW REVIEW,1.233
Journal of Dual Diagnosis,1.231
Youth Justice-An International Journal,1.231
Zeitschrift fur Wirtschaftsgeographie,1.231
Medical Anthropology,1.23
INTERNATIONAL JOURNAL OF OSTEOARCHAEOLOGY,1.228
MONTHLY LABOR REVIEW,1.227
PUBLIC CULTURE,1.227
HEALTH & SOCIAL WORK,1.226
Sociology Compass,1.226
Journal of International Development,1.225
Kinesiology,1.225
AMERICAN JOURNAL OF HEALTH BEHAVIOR,1.224
Cultural Sociology,1.224
JOURNAL OF EMERGENCY MEDICINE,1.224
SOCIAL & LEGAL STUDIES,1.224
GAMES AND ECONOMIC BEHAVIOR,1.223
JOURNAL OF ARTIFICIAL ORGANS,1.223
INTERNATIONAL JOURNAL OF MIDDLE EAST STUDIES,1.222
Information Technology & Management,1.222
Research in Human Development,1.222
SOCIAL POLITICS,1.222
Criminal Behaviour and Mental Health,1.221
Australian Family Physician,1.22
MODERN CHINA,1.22
OTJR-OCCUPATION PARTICIPATION AND HEALTH,1.22
HUMAN RIGHTS QUARTERLY,1.219
Perspectives on Behavior Science,1.219
LIBRARY HI TECH,1.218
CULTURE MEDICINE AND PSYCHIATRY,1.217
European Journal of Finance,1.217
PERCEPTION,1.217
Animal Production Science,1.215
POPULATION RESEARCH AND POLICY REVIEW,1.215
AMERICAN BUSINESS LAW JOURNAL,1.214
EMERGING MARKETS FINANCE AND TRADE,1.214
JOURNAL OF DRUG ISSUES,1.214
Journal of Simulation,1.214
Journal of Global Information Management,1.213
Celebrity Studies,1.212
Asia Pacific Viewpoint,1.211
INDIANA LAW JOURNAL,1.211
European Journal of Social Work,1.21
Journal of Semantics,1.209
Revista Espanola de Derecho Constitucional,1.209
Asia Europe Journal,1.208
ECONOMY AND SOCIETY,1.208
JOURNAL OF BIOSOCIAL SCIENCE,1.207
JOURNAL OF BUSINESS AND TECHNICAL COMMUNICATION,1.207
International Journal of Islamic and Middle Eastern Finance and Management,1.206
JOURNAL OF MUSIC THERAPY,1.206
Journal of Applied Philosophy,1.206
LEGISLATIVE STUDIES QUARTERLY,1.205
TEST,1.205
JOURNAL OF ECONOMIC DYNAMICS & CONTROL,1.204
IRRIGATION AND DRAINAGE,1.202
Advances in Cognitive Psychology,1.2
Biodemography and Social Biology,1.2
INTERNATIONAL JOURNAL OF SELECTION AND ASSESSMENT,1.2
JOURNAL OF THE CANADIAN DENTAL ASSOCIATION,1.2
Journal of Human Development and Capabilities,1.2
Journal of Oral Science,1.2
Policy Studies,1.2
PHARMAZIE,1.198
ASSISTIVE TECHNOLOGY,1.197
COMPUTATIONAL INTELLIGENCE,1.196
Health Policy and Technology,1.196
JOURNAL OF LINGUISTICS,1.196
CULTURAL STUDIES,1.195
E & M Ekonomie a Management,1.195
Legal Medicine,1.195
International Journal of Communication,1.194
SOCIOLOGICAL PERSPECTIVES,1.194
EURASIAN GEOGRAPHY AND ECONOMICS,1.193
PSYCHOLOGY CRIME & LAW,1.193
International Review of Research in Developmental Disabilities,1.192
International Journal of Sexual Health,1.191
JOURNAL OF THE AMERICAN ACADEMY OF PSYCHIATRY AND THE LAW,1.191
Child Abuse Review,1.19
Feminist Theory,1.189
Baltic Journal of Economics,1.188
Global Health Promotion,1.188
JOURNAL OF REPRODUCTIVE AND INFANT PSYCHOLOGY,1.188
NEMATOLOGY,1.188
RESEARCH ON SOCIAL WORK PRACTICE,1.188
Journal of Social Work,1.186
Acta Politica,1.185
POLICING-AN INTERNATIONAL JOURNAL OF POLICE STRATEGIES & MANAGEMENT,1.185
BUSINESS HISTORY REVIEW,1.184
Energy Sources Part A-Recovery Utilization and Environmental Effects,1.184
European Journal of Special Needs Education,1.184
JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS,1.184
QUANTUM ELECTRONICS,1.184
ECONOMIC INQUIRY,1.183
Ensenanza de Las Ciencias,1.183
QUARTERLY JOURNAL OF SPEECH,1.182
American Journal of Criminal Justice,1.181
ELECTRICAL ENGINEERING,1.18
Endocrinologia Diabetes y Nutricion,1.18
JOURNAL OF MICROPALAEONTOLOGY,1.179
Journal of Family Studies,1.179
Review of Economics of the Household,1.179
INTERNATIONAL DEVELOPMENT PLANNING REVIEW,1.178
International Review of Finance,1.177
Problemy Ekorozwoju,1.177
International Journal for Educational and Vocational Guidance,1.176
FISHERIES SCIENCE,1.173
HUMAN PERFORMANCE,1.172
Health and Human Rights,1.172
Intellectual and Developmental Disabilities,1.172
Risk Management-An International Journal,1.172
PACIFIC AFFAIRS,1.171
DRUGS-EDUCATION PREVENTION AND POLICY,1.17
International Journal of Plant Production,1.169
Journal of Mental Health Research in Intellectual Disabilities,1.167
Supreme Court Review,1.167
SOCIOLOGICAL RESEARCH ONLINE,1.163
